Cat_ID_timepoint,Cat_ID,Owner_ID,timepoint,date,dob,Age_years,Breed,breed,Sex,neuter_status,weight,BCS,MCS_combined,Heart_murmur,HM_grade,HM_at_least_once,HR,CKD,CKD_IRIS,CKD_over.study,Hypertension,hypertensive_over.study,Diabetes_mellitus,diabetes_over.study,Hyperthyroidism,hyperthyroid_over.study,oe.abnormalities_Yes_no_incomplete,oe.abnormality_score,oe_abnormalities_over_study,Dental_disease,dental_dz_over_study,Neoplasia,neoplasia_over.study,FIV.Y.N.,Medications,log_sbp,SBP,Healthy_visit,Overall_health_status
Cat092_2,Cat092,Own075,2,19/02/2020,20/02/2009,10.99520876,Pedigree,Siamese,Male,Yes,4.77,6,26,Yes,1,Yes,234,No,0,No,No,Yes,No,No,No,No,Yes,1,1,No,1,No,No,No,No,4.941642423,140,Yes,Not_Healthy
Cat092_2.5,Cat092,Own075,2.5,27/08/2020,20/02/2009,11.51540041,Pedigree,Siamese,Male,Yes,4.99,7,30,Yes,2,Yes,192,No,0,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,No,5.059425458,157.5,Yes,Not_Healthy
Cat092_3.5,Cat092,Own075,3.5,03/08/2021,20/02/2009,12.44900753,Pedigree,Siamese,Male,Yes,5.21,7,30,No,0,Yes,192,No,0,No,Yes,Yes,No,No,No,No,No,0,1,Yes,1,No,No,No,No,5.103518288,164.6,No,Not_Healthy
Cat092_4,Cat092,Own075,4,09/02/2022,20/02/2009,12.96919918,Pedigree,Siamese,Male,Yes,5.43,7,30,No,0,Yes,180,No,0,No,Yes,Yes,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,No,5.220355825,185,No,Not_Healthy
Cat092_4.5,Cat092,Own075,4.5,31/08/2022,20/02/2009,13.52498289,Pedigree,Siamese,Male,Yes,5.37,7,25,No,0,Yes,184,No,0,No,Yes,Yes,No,No,No,No,Yes,12,1,Yes,1,No,No,No,No,5.093750201,163,No,Not_Healthy
Cat092_5,Cat092,Own075,5,13/03/2023,20/02/2009,14.05612594,Pedigree,Siamese,Male,Yes,5.31,7,26,No,0,Yes,200,No,0,No,Yes,Yes,No,No,No,No,Yes,10,1,Yes,1,No,No,No,No,5.191121835,179.67,No,Not_Healthy
Cat092_5.5,Cat092,Own075,5.5,27/09/2023,20/02/2009,14.5982204,Pedigree,Siamese,Male,Yes,5.31,7,26,No,0,Yes,176,No,0,No,No,Yes,No,No,No,No,Yes,8,1,Yes,1,No,No,No,Amlodipine and solensia,5.060060177,157.6,No,Not_Healthy
Cat093_0,Cat093,Own075,0,20/02/2018,20/04/2008,9.837097878,Non-pedigree,DSH,Male,Yes,3.99,5,30,Yes,1,Yes,180,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat093_0.5,Cat093,Own075,0.5,09/08/2018,20/04/2008,10.30253251,Non-pedigree,DSH,Male,Yes,4.17,5,30,Yes,2,Yes,174,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.891851758,133.2,Yes,Not_Healthy
Cat093_1,Cat093,Own075,1,28/02/2019,20/04/2008,10.85831622,Non-pedigree,DSH,Male,Yes,3.64,5,25,Yes,2,Yes,174,No,0,No,No,No,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.910814959,135.75,Yes,Not_Healthy
Cat093_1.5,Cat093,Own075,1.5,14/08/2019,20/04/2008,11.3155373,Non-pedigree,DSH,Male,Yes,3.9,5,26,No,0,Yes,156,No,0,No,No,No,No,No,No,No,Yes,3,1,No,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat093_2,Cat093,Own075,2,19/02/2020,20/04/2008,11.8329911,Non-pedigree,DSH,Male,Yes,3.92,5,26,No,0,Yes,180,No,0,No,No,No,No,No,No,No,Yes,3,1,No,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat093_2.5,Cat093,Own075,2.5,27/08/2020,20/04/2008,12.35318275,Non-pedigree,DSH,Male,Yes,4.4,6,26,Yes,2,Yes,174,No,0,No,Yes,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.178970609,177.5,Yes,Not_Healthy
Cat093_3.5,Cat093,Own075,3.5,03/08/2021,20/04/2008,13.28678987,Non-pedigree,DSH,Male,Yes,3.98,5,24,No,0,Yes,148,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.876722877,131.2,Yes,Not_Healthy
Cat093_4,Cat093,Own075,4,09/02/2022,20/04/2008,13.80698152,Non-pedigree,DSH,Male,Yes,4.28,6,20,Yes,2,Yes,180,No,0,No,No,No,No,No,No,No,Yes,8,1,Yes,1,No,No,No,"meloxicam, yumove",5.039546638,154.4,No,Not_Healthy
Cat093_4.5,Cat093,Own075,4.5,31/08/2022,20/04/2008,14.36276523,Non-pedigree,DSH,Male,Yes,3.6,5,NA,Yes,2,Yes,NA,No,0,No,No,No,No,No,No,No,NA,NA,1,Yes,1,NA,No,NA,NA,4.9698133,144,No,Not_Healthy
Cat093_5,Cat093,Own075,5,13/03/2023,20/04/2008,14.89390828,Non-pedigree,DSH,Male,Yes,3.31,4,15,Yes,2,Yes,172,No,0,No,No,No,No,No,No,No,Yes,12,1,Yes,1,No,No,No,No,4.980176087,145.5,No,Not_Healthy
Cat093_5.5,Cat093,Own075,5.5,27/09/2023,20/04/2008,15.43600274,Non-pedigree,DSH,Male,Yes,3.4,4,12,Yes,2,Yes,172,No,0,No,No,No,No,No,No,No,Yes,11,1,No,1,No,No,No,Solensia,4.789157022,120.2,No,Not_Healthy
Cat094_0,Cat094,Own075,0,20/02/2018,01/02/2009,9.051334702,Non-pedigree,DSH,Male,Yes,4.16,4,26,Yes,1,Yes,200,No,0,No,No,Yes,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.86753445,130,Yes,Not_Healthy
Cat094_0.5,Cat094,Own075,0.5,09/08/2018,01/02/2009,9.516769336,Non-pedigree,DSH,Male,Yes,5.25,7,30,No,0,Yes,192,No,NA,No,No,Yes,No,No,No,Yes,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.820281566,124,Yes,Not_Healthy
Cat094_1,Cat094,Own075,1,28/02/2019,01/02/2009,10.07255305,Non-pedigree,DSH,Male,Yes,3.9,4,26,Yes,3,Yes,192,No,0,No,No,Yes,No,No,No,Yes,Yes,1,1,No,1,No,No,No,NA,4.700480366,110,Yes,Not_Healthy
Cat094_1.5,Cat094,Own075,1.5,14/08/2019,01/02/2009,10.52977413,Non-pedigree,DSH,Male,Yes,4.29,5,30,Yes,1,Yes,210,No,0,No,No,Yes,No,No,No,Yes,Yes,NA,1,No,1,No,No,No,NA,4.746669748,115.2,Yes,Not_Healthy
Cat094_2,Cat094,Own075,2,19/02/2020,01/02/2009,11.04722793,Non-pedigree,DSH,Male,Yes,3.85,4,21,Yes,2,Yes,228,No,0,No,No,Yes,No,No,Yes,Yes,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.755312844,116.2,No,Not_Healthy
Cat094_2.5,Cat094,Own075,2.5,27/08/2020,01/02/2009,11.56741958,Non-pedigree,DSH,Male,Yes,4.19,5,26,Yes,1,Yes,216,No,0,No,No,Yes,No,No,Yes,Yes,Incomplete_OE,NA,1,No,1,No,No,No,Felimazole,4.912654886,136,No,Not_Healthy
Cat094_3.5,Cat094,Own075,3.5,03/08/2021,01/02/2009,12.50102669,Non-pedigree,DSH,Male,Yes,4.27,5,20,No,0,Yes,204,No,0,No,No,Yes,No,No,Yes,Yes,Yes,2,1,Yes,1,No,No,No,Felimazole,4.905274778,135,No,Not_Healthy
Cat094_4,Cat094,Own075,4,09/02/2022,01/02/2009,13.02121834,Non-pedigree,DSH,Male,Yes,3.96,4,14,Yes,2,Yes,260,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,4,1,Yes,1,No,No,No,Felimazole,5.105945474,165,No,Not_Healthy
Cat094_4.5,Cat094,Own075,4.5,31/08/2022,01/02/2009,13.57700205,Non-pedigree,DSH,Male,Yes,4.29,4,15,Yes,2,Yes,232,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,14,1,Yes,1,No,No,No,Felimazole,5.140493281,170.8,No,Not_Healthy
Cat094_5,Cat094,Own075,5,13/03/2023,01/02/2009,14.10814511,Non-pedigree,DSH,Male,Yes,3.64,3,10,Yes,2,Yes,208,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,13,1,No,1,No,No,No,Felimazole,5.250176991,190.6,No,Not_Healthy
Cat094_5.5,Cat094,Own075,5.5,27/09/2023,01/02/2009,14.65023956,Non-pedigree,DSH,Male,Yes,3.89,4,10,Yes,2,Yes,184,No,0,No,No,Yes,No,No,Yes,Yes,Yes,12,1,No,1,No,No,No,"Felimazole, amlodipine, solensia, antibiotics intermittently",4.921439715,137.2,No,Not_Healthy
Cat095_0,Cat095,Own076,0,21/02/2018,01/03/2010,7.978097194,Non-pedigree,DSH,Male,Yes,4.05,4,28,Yes,1,Yes,190,No,0,No,No,Yes,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.790819533,120.4,Yes,Not_Healthy
Cat095_0.5,Cat095,Own076,0.5,06/09/2018,01/03/2010,8.517453799,Non-pedigree,DSH,Male,Yes,4.26,6,28,No,0,Yes,200,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.80073697,121.6,Yes,Not_Healthy
Cat095_1,Cat095,Own076,1,14/02/2019,01/03/2010,8.958247775,Non-pedigree,DSH,Male,Yes,4.12,5,30,No,0,Yes,180,No,NA,No,No,Yes,No,No,No,No,Yes,3,1,No,1,No,No,No,NA,4.903792198,134.8,Yes,Not_Healthy
Cat095_1.5,Cat095,Own076,1.5,01/08/2019,01/03/2010,9.418206708,Non-pedigree,DSH,Male,Yes,4.34,6,30,No,0,Yes,192,No,NA,No,No,Yes,No,No,No,No,NA,NA,1,No,1,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat095_2,Cat095,Own076,2,05/02/2020,01/03/2010,9.932922656,Non-pedigree,DSH,Male,Yes,4,5,24,Yes,1,Yes,198,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.700480366,110,Yes,Not_Healthy
Cat095_2.5,Cat095,Own076,2.5,06/08/2020,01/03/2010,10.43394935,Non-pedigree,DSH,Male,Yes,4.1,5,30,No,0,Yes,156,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat095_3.5,Cat095,Own076,3.5,06/07/2021,01/03/2010,11.34839151,Non-pedigree,DSH,Male,Yes,3.96,5,25,No,0,Yes,188,No,NA,No,No,Yes,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,5.031744257,153.2,Yes,Not_Healthy
Cat095_4,Cat095,Own076,4,15/02/2022,01/03/2010,11.96167009,Non-pedigree,DSH,Male,Yes,3.99,5,20,Yes,1,Yes,188,No,NA,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.111987788,166,Yes,Not_Healthy
Cat095_4.5,Cat095,Own076,4.5,01/09/2022,01/03/2010,12.50376454,Non-pedigree,DSH,Male,Yes,3.74,4,18,No,0,Yes,160,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.010635294,150,Yes,Not_Healthy
Cat095_5,Cat095,Own076,5,28/02/2023,01/03/2010,12.99657769,Non-pedigree,DSH,Male,Yes,3.78,4,20,Yes,2,Yes,168,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,NA,No,No,Metacam,5.05305601,156.5,No,Not_Healthy
Cat095_5.5,Cat095,Own076,5.5,02/08/2023,01/03/2010,13.42094456,Non-pedigree,DSH,Male,Yes,3.8,3,15,Yes,2,Yes,200,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,NA,1,No,No,No,Metacam,5.174453379,176.7,No,Not_Healthy
Cat096_0,Cat096,Own077,0,27/02/2018,14/10/2010,7.37303217,Non-pedigree,DSH,Female,Yes,4.91,7,30,Yes,1,Yes,200,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.683981366,108.2,Yes,Not_Healthy
Cat096_0.5,Cat096,Own077,0.5,13/09/2018,14/10/2010,7.915126626,Non-pedigree,DSH,Female,Yes,4.82,7,30,No,0,Yes,196,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.847331743,127.4,No,Not_Healthy
Cat096_1,Cat096,Own077,1,23/04/2019,14/10/2010,8.5229295,Non-pedigree,DSH,Female,Yes,5.18,8,28,No,0,Yes,238,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.912654886,136,Yes,Not_Healthy
Cat096_1.5,Cat096,Own077,1.5,11/10/2019,14/10/2010,8.991101985,Non-pedigree,DSH,Female,Yes,5.36,8,30,No,0,Yes,196,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.753590191,116,Yes,Not_Healthy
Cat096_3.5,Cat096,Own077,3.5,23/11/2021,14/10/2010,11.11019849,Non-pedigree,DSH,Female,Yes,3.42,4,19,No,0,Yes,200,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.983606622,146,No,Not_Healthy
Cat097_0,Cat097,Own078,0,28/02/2018,18/09/2008,9.445585216,Non-pedigree,DSH,Male,Yes,4.04,3,24,Yes,2,Yes,220,No,0,No,Yes,No,No,No,Yes,Yes,Yes,6,1,Yes,1,No,No,No,Methimazole gel,5.176149733,177,No,Not_Healthy
Cat097_0.5,Cat097,Own078,0.5,23/08/2018,18/09/2008,9.927446954,Non-pedigree,DSH,Male,Yes,3.81,3,16,Yes,3,Yes,240,No,NA,No,No,No,No,No,Yes,Yes,Incomplete_OE,NA,1,Yes,1,No,No,No,Methimazole gel,4.774068722,118.4,No,Not_Healthy
Cat097_1,Cat097,Own078,1,19/02/2019,18/09/2008,10.4202601,Non-pedigree,DSH,Male,Yes,3.5,2,20,Yes,5,Yes,240,No,0,No,No,No,No,No,Yes,Yes,Incomplete_OE,NA,1,Yes,1,No,No,No,Methimazole gel,5.023880521,152,No,Not_Healthy
Cat098_0,Cat098,Own079,0,13/03/2018,13/12/2009,8.246406571,Non-pedigree,DSH,Female,Yes,3.78,6,30,Yes,1,Yes,220,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.682131227,108,Yes,Healthy
Cat098_0.5,Cat098,Own079,0.5,11/10/2018,13/12/2009,8.826830938,Non-pedigree,DSH,Female,Yes,3.73,6,30,No,0,Yes,204,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,0,No,No,No,NA,4.784152842,119.6,Yes,Healthy
Cat099_0,Cat099,Own080,0,13/03/2018,14/07/2008,9.661875428,Non-pedigree,DLH,Male,Yes,3.26,4,30,No,0,Yes,180,No,0,No,No,No,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.848116365,127.5,Yes,Not_Healthy
Cat099_0.5,Cat099,Own080,0.5,11/09/2018,14/07/2008,10.16016427,Non-pedigree,DLH,Male,Yes,3.24,5,26,Yes,2,Yes,180,No,0,No,No,No,No,No,No,No,Yes,6,1,No,1,No,No,No,NA,4.885827644,132.4,Yes,Not_Healthy
Cat099_1,Cat099,Own080,1,02/04/2019,14/07/2008,10.71594798,Non-pedigree,DLH,Male,Yes,3.3,5,30,Yes,2,Yes,174,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.820281566,124,No,Not_Healthy
Cat099_1.5,Cat099,Own080,1.5,27/11/2019,14/07/2008,11.37029432,Non-pedigree,DLH,Male,Yes,3.25,5,30,Yes,1,Yes,186,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.844187086,127,Yes,Not_Healthy
Cat100_0,Cat100,Own068,0,14/03/2018,22/09/2009,8.473648186,Non-pedigree,DSH,Female,Yes,5.17,8,24,Yes,4,Yes,200,No,0,No,No,No,No,No,No,No,Yes,3,1,No,0,No,No,No,NA,4.930148043,138.4,No,Not_Healthy
Cat100_1,Cat100,Own068,1,20/03/2019,22/09/2009,9.489390828,Non-pedigree,DSH,Female,Yes,5.61,9,28,Yes,2,Yes,162,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.945918979,140.6,No,Not_Healthy
Cat100_1.5,Cat100,Own068,1.5,05/09/2019,22/09/2009,9.952087611,Non-pedigree,DSH,Female,Yes,5.36,8,28,No,0,Yes,148,No,NA,No,No,No,No,No,No,No,NA,NA,1,No,0,No,No,No,NA,4.80729437,122.4,Yes,Not_Healthy
Cat100_2.5,Cat100,Own068,2.5,24/09/2020,22/09/2009,11.00616016,Non-pedigree,DSH,Female,Yes,5.6,9,30,No,0,Yes,198,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,0,No,No,No,NA,4.905274778,135,Yes,Not_Healthy
Cat101_0,Cat101,Own068,0,14/03/2018,02/06/2010,7.780971937,Non-pedigree,DMH,Female,Yes,3.27,4,28,No,0,No,180,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,tx for ear disease,4.826712456,124.8,No,Not_Healthy
Cat101_0.5,Cat101,Own068,0.5,06/09/2018,02/06/2010,8.262833676,Non-pedigree,DMH,Female,Yes,3.47,4,25,No,0,No,220,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.896346148,133.8,Yes,Not_Healthy
Cat101_1,Cat101,Own068,1,20/03/2019,02/06/2010,8.796714579,Non-pedigree,DMH,Female,Yes,3.36,4,28,No,0,No,192,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.94875989,141,Yes,Not_Healthy
Cat101_1.5,Cat101,Own068,1.5,05/09/2019,02/06/2010,9.259411362,Non-pedigree,DMH,Female,Yes,3.53,5,28,No,0,No,224,No,NA,No,No,No,No,No,No,No,NA,NA,1,No,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat101_2.5,Cat101,Own068,2.5,24/09/2020,02/06/2010,10.31348392,Non-pedigree,DMH,Female,Yes,3.19,5,NA,No,0,No,210,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.875197323,131,Yes,Not_Healthy
Cat101_3.5,Cat101,Own068,3.5,28/09/2021,02/06/2010,11.32375086,Non-pedigree,DMH,Female,Yes,3.46,5,26,No,0,No,220,No,NA,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat101_4,Cat101,Own068,4,16/03/2022,02/06/2010,11.78644764,Non-pedigree,DMH,Female,Yes,3.35,5,22,No,0,No,240,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.989071116,146.8,Yes,Not_Healthy
Cat101_4.5,Cat101,Own068,4.5,28/09/2022,02/06/2010,12.32306639,Non-pedigree,DMH,Female,Yes,3.32,5,25,No,0,No,254,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat101_5,Cat101,Own068,5,13/03/2023,02/06/2010,12.77754962,Non-pedigree,DMH,Female,Yes,3.4,5,20,No,0,No,264,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,1,NA,1,No,No,No,Synulox BID,NA,NA,No,Not_Healthy
Cat101_5.5,Cat101,Own068,5.5,19/09/2023,02/06/2010,13.29774127,Non-pedigree,DMH,Female,Yes,3.23,4,18,No,0,No,NA,No,NA,No,NA,No,NA,No,No,No,Yes,9,1,No,1,No,No,No,NA,NA,NA,No,Not_Healthy
Cat102_0,Cat102,Own081,0,20/03/2018,01/07/2009,8.717316906,Non-pedigree,DLH,Male,Yes,3.71,5,30,Yes,2,Yes,190,No,0,No,No,No,No,No,No,No,Yes,4,1,No,1,No,No,No,NA,4.725616339,112.8,Yes,Not_Healthy
Cat102_1.5,Cat102,Own081,1.5,26/07/2019,01/07/2009,10.06707734,Non-pedigree,DLH,Male,Yes,3.86,5,NA,No,0,Yes,174,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.94875989,141,Yes,Not_Healthy
Cat102_2.5,Cat102,Own081,2.5,24/09/2020,01/07/2009,11.23340178,Non-pedigree,DLH,Male,Yes,3.4,5,26,No,0,Yes,180,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.852030264,128,Yes,Not_Healthy
Cat102_3.5,Cat102,Own081,3.5,24/08/2021,01/07/2009,12.14784394,Non-pedigree,DLH,Male,Yes,3.46,5,26,No,0,Yes,152,No,NA,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.779123493,119,Yes,Not_Healthy
Cat102_4,Cat102,Own081,4,26/01/2022,01/07/2009,12.57221081,Non-pedigree,DLH,Male,Yes,3.38,5,23,No,0,Yes,172,No,0,No,No,No,No,No,No,No,Yes,5,1,Yes,1,No,No,No,NA,4.915591745,136.4,Yes,Not_Healthy
Cat102_4.5,Cat102,Own081,4.5,01/09/2022,01/07/2009,13.16906229,Non-pedigree,DLH,Male,Yes,3.3,5,20,No,0,Yes,184,No,NA,No,No,No,No,No,No,No,Yes,11,1,No,1,No,No,No,NA,4.997212274,148,No,Not_Healthy
Cat102_5.5,Cat102,Own081,5.5,31/10/2023,01/07/2009,14.33264887,Non-pedigree,DLH,Male,Yes,3.07,4,16,No,0,Yes,204,No,0,No,Yes,No,No,No,No,No,Yes,8,1,No,1,No,No,No,None,5.192956851,180,No,Not_Healthy
Cat103_0,Cat103,Own082,0,21/03/2018,20/04/2008,9.916495551,Pedigree,Egyptian Mau,Male,Yes,4.9,6,30,No,0,No,180,No,0,No,No,Yes,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.928701911,138.2,Yes,Not_Healthy
Cat103_0.5,Cat103,Own082,0.5,16/10/2018,20/04/2008,10.48870637,Pedigree,Egyptian Mau,Male,Yes,4.96,7,26,No,0,No,132,No,0,No,No,Yes,No,No,No,No,Yes,7,1,No,0,No,No,No,NA,4.8978398,134,Yes,Not_Healthy
Cat103_1,Cat103,Own082,1,16/04/2019,20/04/2008,10.98699521,Pedigree,Egyptian Mau,Male,Yes,4.95,7,30,No,0,No,144,No,0,No,No,Yes,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.943069975,140.2,Yes,Not_Healthy
Cat103_1.5,Cat103,Own082,1.5,29/10/2019,20/04/2008,11.52361396,Pedigree,Egyptian Mau,Male,Yes,4.92,7,30,No,0,No,132,No,0,No,No,Yes,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.86753445,130,Yes,Not_Healthy
Cat103_2.5,Cat103,Own082,2.5,22/10/2020,20/04/2008,12.5065024,Pedigree,Egyptian Mau,Male,Yes,5.1,7,22,No,0,No,156,No,0,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,0,No,No,No,NA,5.002267044,148.75,Yes,Not_Healthy
Cat103_3,Cat103,Own082,3,05/04/2021,20/04/2008,12.95825,Pedigree,Egyptian Mau,Male,Yes,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,No,NA,No,NA,NA,1,NA,0,NA,No,NA,NA,NA,NA,Yes,Not_Healthy
Cat103_3.5,Cat103,Own082,3.5,23/11/2021,20/04/2008,13.59342916,Pedigree,Egyptian Mau,Male,Yes,5.25,7,25,No,0,No,164,No,0,No,Yes,Yes,No,No,No,No,Yes,3,1,No,0,No,No,No,NA,5.323009979,205,No,Not_Healthy
Cat104_0,Cat104,Own083,0,28/03/2018,26/08/2008,9.585215606,Non-pedigree,DSH,Female,Yes,4.78,8,30,Yes,2,Yes,220,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.833102254,125.6,Yes,Not_Healthy
Cat104_0.5,Cat104,Own083,0.5,04/10/2018,26/08/2008,10.10540726,Non-pedigree,DSH,Female,Yes,4.51,7,30,No,0,Yes,192,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.678420648,107.6,Yes,Not_Healthy
Cat104_1,Cat104,Own083,1,20/03/2019,26/08/2008,10.56262834,Non-pedigree,DSH,Female,Yes,4.84,8,30,No,0,Yes,192,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.891851758,133.2,Yes,Not_Healthy
Cat104_1.5,Cat104,Own083,1.5,26/09/2019,26/08/2008,11.08281999,Non-pedigree,DSH,Female,Yes,5.24,9,26,Yes,1,Yes,216,No,0,No,No,No,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.971894466,144.3,Yes,Not_Healthy
Cat104_2.5,Cat104,Own083,2.5,10/09/2020,26/08/2008,12.04106776,Non-pedigree,DSH,Female,Yes,5.79,9,30,No,0,Yes,228,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.987707789,146.6,Yes,Not_Healthy
Cat104_3.5,Cat104,Own083,3.5,27/09/2021,26/08/2008,13.08692676,Non-pedigree,DSH,Female,Yes,5.38,9,30,No,0,Yes,188,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,NA,4.864452784,129.6,Yes,Not_Healthy
Cat104_4,Cat104,Own083,4,30/03/2022,26/08/2008,13.59069131,Non-pedigree,DSH,Female,Yes,5.47,9,26,No,0,Yes,196,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.009301071,149.8,Yes,Not_Healthy
Cat104_4.5,Cat104,Own083,4.5,29/09/2022,26/08/2008,14.091718,Non-pedigree,DSH,Female,Yes,5.43,8,27,No,0,Yes,200,No,0,No,Yes,No,No,No,No,No,Yes,6,1,Yes,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat104_5,Cat104,Own083,5,28/02/2023,26/08/2008,14.50787132,Non-pedigree,DSH,Female,Yes,5.1,8,29,No,0,Yes,196,No,0,No,Yes,No,No,No,No,No,Yes,9,1,No,1,No,No,No,None,5.159055299,174,No,Not_Healthy
Cat104_5.5,Cat104,Own083,5.5,02/08/2023,26/08/2008,14.93223819,Non-pedigree,DSH,Female,Yes,4.78,8,27,No,0,Yes,176,No,0,No,No,No,No,No,No,No,Yes,11,1,No,1,No,No,No,None (on weight loss diet),4.927253685,138,No,Not_Healthy
Cat105_0,Cat105,Own084,0,10/04/2018,01/11/2010,7.438740589,Non-pedigree,DSH,Female,Yes,5.39,7,30,No,0,No,160,No,0,No,No,Yes,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.762173935,117,Yes,Not_Healthy
Cat105_0.5,Cat105,Own084,0.5,11/10/2018,01/11/2010,7.942505133,Non-pedigree,DSH,Female,Yes,5.16,6,30,No,0,No,222,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat105_1,Cat105,Own084,1,18/04/2019,01/11/2010,8.459958932,Non-pedigree,DSH,Female,Yes,5.61,8,30,No,0,No,222,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.86753445,130,Yes,Not_Healthy
Cat105_1.5,Cat105,Own084,1.5,07/11/2019,01/11/2010,9.015742642,Non-pedigree,DSH,Female,Yes,5.36,7,NA,No,0,No,260,No,NA,No,Yes,Yes,No,No,No,No,NA,NA,1,No,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
